회원ID,나이,성별,거주지,테니스_경험_연수,주_이용_시간대,선호_코치_스타일,선호_레슨_방식,경기_빈도,최근_경기_성적,선호_훈련_목표,선호_테니스_센터_유형,모바일_앱_사용_빈도,소비_성향
M956,29,F,대구 수성구,5년 이상,주말 저녁,친절한 지도,1:1,주 2회,1승 0패,취미 유지,실내 코트,매일,10만 원 미만
M957,26,F,부산 수영구,5년 이상,평일 오후,엄격한 피드백,온라인,월 1회 미만,1승 3패,취미 유지,접근성,미사용,10-30만 원
M958,33,M,서울 영등포구,0-1년,주말 오전,엄격한 피드백,1:1,주 1회,0승 1패,취미 유지,접근성,주 1회 미만,30만 원 이상
M959,34,M,서울 서초구,3-5년,평일 저녁,친절한 지도,그룹,주 2회,0승 2패,취미 유지,야외 코트,주 1-2회,10-30만 원
M960,23,F,경기 성남시,3-5년,주말 오전,엄격한 피드백,1:1,월 1회 미만,,체력 증진,야외 코트,매일,30만 원 이상
M961,38,M,경기 성남시,3-5년,주말 오전,동기부여 중심,그룹,월 1회 미만,3승 0패,대회 준비,접근성,주 1회 미만,30만 원 이상
M962,20,F,대전 서구,5년 이상,주말 저녁,친절한 지도,온라인,주 2회,1승 3패,체력 증진,시설 완비,매일,10-30만 원
M963,34,M,서울 송파구,0-1년,평일 오후,엄격한 피드백,그룹,주 1회,,체력 증진,접근성,미사용,10만 원 미만
M964,23,M,서울 영등포구,3-5년,평일 저녁,미입력,1:1,월 1회 미만,2승 2패,체력 증진,실내 코트,주 1회 미만,30만 원 이상
M965,39,M,경기 성남시,5년 이상,주말 오전,친절한 지도,온라인,주 2회,3승 3패,취미 유지,야외 코트,매일,30만 원 이상
M966,29,M,대전 유성구,3-5년,평일 저녁,미입력,그룹,월 2-3회,,취미 유지,야외 코트,주 1-2회,10-30만 원
M967,41,F,서울 서초구,0-1년,평일 저녁,친절한 지도,온라인,월 2-3회,2승 3패,실력 향상,접근성,주 1회 미만,30만 원 이상
M968,20,M,서울 송파구,0-1년,주말 저녁,친절한 지도,그룹,월 2-3회,3승 2패,체력 증진,미입력,미사용,10-30만 원
M969,46,F,서울 송파구,5년 이상,평일 저녁,미입력,온라인,주 1회,0승 1패,체력 증진,야외 코트,주 1회 미만,30만 원 이상
M970,36,F,서울 강남구,3-5년,평일 오전,친절한 지도,온라인,주 1회,0승 1패,대회 준비,접근성,매일,10만 원 미만
M971,21,F,대전 유성구,0-1년,평일 저녁,엄격한 피드백,1:1,주 1회,3승 1패,체력 증진,실내 코트,주 1-2회,30만 원 이상
M972,19,M,부산 해운대구,1-3년,주말 저녁,엄격한 피드백,온라인,월 1회 미만,,실력 향상,시설 완비,주 1-2회,10-30만 원
M973,29,M,대전 유성구,0-1년,주말 저녁,엄격한 피드백,온라인,주 2회,0승 3패,대회 준비,실내 코트,매일,30만 원 이상
M974,31,F,경기 성남시,3-5년,평일 저녁,친절한 지도,1:1,주 1회,3승 0패,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M975,29,F,서울 강남구,0-1년,평일 오전,친절한 지도,그룹,주 1회,,체력 증진,시설 완비,매일,30만 원 이상
M976,41,M,대전 서구,0-1년,평일 오전,엄격한 피드백,1:1,월 2-3회,2승 0패,체력 증진,접근성,미사용,10-30만 원
M977,30,F,서울 송파구,0-1년,평일 오전,엄격한 피드백,온라인,주 2회,1승 1패,대회 준비,접근성,주 1-2회,10-30만 원
M978,22,F,부산 수영구,3-5년,평일 저녁,친절한 지도,온라인,월 1회 미만,0승 3패,실력 향상,접근성,매일,10-30만 원
M979,25,기타,인천 남동구,5년 이상,주말 오전,엄격한 피드백,그룹,주 2회,,대회 준비,야외 코트,매일,30만 원 이상
M980,18,기타,부산 수영구,5년 이상,평일 저녁,엄격한 피드백,그룹,월 1회 미만,,대회 준비,미입력,주 1-2회,30만 원 이상
M981,23,기타,부산 수영구,5년 이상,주말 저녁,엄격한 피드백,그룹,주 1회,0승 1패,취미 유지,접근성,매일,10-30만 원
M982,24,F,부산 수영구,1-3년,평일 오후,엄격한 피드백,온라인,월 2-3회,1승 2패,대회 준비,실내 코트,미사용,10만 원 미만
M983,51,F,강원 원주시,0-1년,평일 오전,동기부여 중심,온라인,월 2-3회,3승 2패,실력 향상,접근성,주 1회 미만,10만 원 미만
M984,43,M,인천 남동구,0-1년,평일 저녁,친절한 지도,온라인,주 1회,,실력 향상,시설 완비,매일,10만 원 미만
M985,28,M,서울 송파구,0-1년,주말 저녁,친절한 지도,온라인,주 1회,2승 3패,취미 유지,접근성,매일,30만 원 이상
M986,46,M,부산 수영구,1-3년,주말 오전,친절한 지도,그룹,주 1회,0승 3패,실력 향상,접근성,주 1-2회,30만 원 이상
M987,27,M,서울 서초구,5년 이상,주말 오전,친절한 지도,1:1,월 2-3회,2승 2패,대회 준비,야외 코트,미사용,30만 원 이상
M988,45,M,경기 용인시,0-1년,주말 오전,친절한 지도,1:1,월 1회 미만,3승 2패,대회 준비,시설 완비,주 1회 미만,30만 원 이상
M989,34,F,경기 용인시,1-3년,평일 오전,엄격한 피드백,1:1,주 2회,0승 3패,체력 증진,야외 코트,주 1-2회,10만 원 미만
M990,31,M,부산 해운대구,3-5년,주말 오전,엄격한 피드백,1:1,주 1회,,실력 향상,시설 완비,매일,30만 원 이상
M991,18,M,부산 수영구,3-5년,평일 저녁,동기부여 중심,그룹,월 2-3회,3승 0패,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M992,34,M,서울 송파구,5년 이상,주말 저녁,친절한 지도,온라인,주 2회,,취미 유지,실내 코트,매일,30만 원 이상
M993,32,F,서울 마포구,3-5년,주말 저녁,미입력,1:1,주 1회,0승 0패,체력 증진,야외 코트,주 1회 미만,10만 원 미만
M994,29,F,서울 강남구,1-3년,평일 오전,엄격한 피드백,그룹,월 1회 미만,,체력 증진,야외 코트,주 1회 미만,10-30만 원
M995,44,F,서울 영등포구,1-3년,주말 오전,동기부여 중심,온라인,주 1회,2승 0패,취미 유지,실내 코트,매일,30만 원 이상
M996,34,M,대전 유성구,3-5년,평일 오전,엄격한 피드백,1:1,월 1회 미만,0승 2패,대회 준비,시설 완비,매일,30만 원 이상
M997,28,M,인천 남동구,0-1년,평일 오전,엄격한 피드백,그룹,월 2-3회,1승 0패,대회 준비,시설 완비,주 1-2회,10만 원 미만
M998,30,F,서울 강남구,3-5년,평일 오전,동기부여 중심,그룹,주 2회,3승 3패,체력 증진,실내 코트,미사용,10-30만 원
M999,50,M,광주 광산구,0-1년,평일 오전,동기부여 중심,온라인,월 2-3회,3승 3패,대회 준비,접근성,미사용,10만 원 미만
M1000,33,F,광주 광산구,0-1년,평일 오전,동기부여 중심,온라인,월 1회 미만,,체력 증진,실내 코트,매일,10만 원 미만
